population,characteristics_code,subcategory_code,domain_label,ucc,item_text,display_level,series_id,aggregate_expenditure,mean_expenditure,rse,high_rse
Q5,06,FOODTOTL,Food,160212,Salad dressings,4,CXU160212LB0106M,1620.0,60.0,7.14,false
Q5,06,FOODTOTL,Food,160320,Peanut butter,4,CXU160320LB0106M,1214.0,45.0,7.54,false
Q5,06,FOODTOTL,Food,170110,Cola,4,CXU170110LB0106M,3374.0,125.0,6.24,false
Q5,06,FOODTOTL,Food,170210,Other carbonated drinks,4,CXU170210LB0106M,5779.0,213.0,5.25,false
Q5,06,FOODTOTL,Food,170319,Coffee,2,CXU170319LB0106M,6003.0,222.0,6.39,false
Q5,06,FOODTOTL,Food,170520,Tea,4,CXU170520LB0106M,2211.0,82.0,7.53,false
Q5,06,FOODTOTL,Food,170531,Other noncarbonated beverages and ice,4,CXU170531LB0106M,954.0,35.0,8.87,false
Q5,06,FOODTOTL,Food,170539,Nonfrozen noncarbonated juices and drinks,2,CXU170539LB0106M,8375.0,309.0,4.44,false
Q5,06,FOODTOTL,Food,180110,Canned and packaged soups,4,CXU180110LB0106M,2676.0,99.0,6.27,false
Q5,06,FOODTOTL,Food,180210,Frozen meals,5,CXU180210LB0106M,2760.0,102.0,13.9,false
Q5,06,FOODTOTL,Food,180220,Other frozen prepared foods,5,CXU180220LB0106M,6132.0,226.0,6.37,false
Q5,06,FOODTOTL,Food,180310,Potato chips and other snacks,5,CXU180310LB0106M,8863.0,327.0,4.43,false
Q5,06,FOODTOTL,Food,180320,Nuts,5,CXU180320LB0106M,3106.0,115.0,6.56,false
Q5,06,FOODTOTL,Food,180410,"Salt, spices, and other seasonings",5,CXU180410LB0106M,3116.0,115.0,5.46,false
Q5,06,FOODTOTL,Food,180420,"Olives, pickles, and relishes",5,CXU180420LB0106M,933.0,34.0,7.79,false
Q5,06,FOODTOTL,Food,180510,Sauces and gravies,5,CXU180510LB0106M,4198.0,155.0,5.58,false
Q5,06,FOODTOTL,Food,180520,Baking needs and miscellaneous products,5,CXU180520LB0106M,1981.0,73.0,7.17,false
Q5,06,FOODTOTL,Food,180611,Prepared salads,5,CXU180611LB0106M,3014.0,111.0,6.8,false
Q5,06,FOODTOTL,Food,180612,Prepared desserts,5,CXU180612LB0106M,812.0,30.0,25.71,true
Q5,06,FOODTOTL,Food,180620,Baby food,5,CXU180620LB0106M,1668.0,62.0,15.24,false
Q5,06,FOODTOTL,Food,180710,Miscellaneous prepared foods,5,CXU180710LB0106M,14754.0,545.0,5.32,false
Q5,06,FOODTOTL,Food,190400,Food and nonalcoholic beverages at fast food,2,CXU190400LB0106M,80663.0,2977.0,4.29,false
Q5,06,FOODTOTL,Food,190500,Food and nonalcoholic beverages at full service restaurants,2,CXU190500LB0106M,83026.0,3064.0,4.33,false
Q5,06,FOODTOTL,Food,190600,Food and nonalcoholic beverages at vending machines and mobile vendors,2,CXU190600LB0106M,1560.0,58.0,17.23,false
Q5,06,FOODTOTL,Food,190700,Food and nonalcoholic beverages at employer,2,CXU190700LB0106M,2999.0,111.0,15.54,false
Q5,06,FOODTOTL,Food,190902,Catered affairs,2,CXU190902LB0106M,3869.0,142.0,31.72,true
Q5,06,FOODTOTL,Food,190903,Food on out of town trips,2,CXU190903LB0106M,31106.0,1141.0,4.36,false
Q5,06,FOODTOTL,Food,190904,Food prepared by consumer unit on out of town trips,3,CXU190904LB0106M,5115.0,188.0,6.75,false
Q5,06,FOODTOTL,Food,190905,School meals and board,2,CXU190905LB0106M,2694.0,99.0,13.82,false
Q5,06,FOODTOTL,Food,800700,Meals as pay,1,CXU800700LB0106M,1681.0,62.0,24.25,false
Q5,06,HOUSING,Housing,210110,Rent,3,CXU210110LB0106M,99397.0,3645.0,5.59,false
Q5,06,HOUSING,Housing,210210,Lodging on out of town trips,3,CXU210210LB0106M,58271.0,2137.0,6.23,false
Q5,06,HOUSING,Housing,210310,Housing while attending school,3,CXU210310LB0106M,13191.0,484.0,17.25,false
Q5,06,HOUSING,Housing,210901,Ground rent,4,CXU210901LB0106M,1059.0,39.0,38.67,true
Q5,06,HOUSING,Housing,210902,Ground rent,5,CXU210902LB0106M,210.0,8.0,93.07,true
Q5,06,HOUSING,Housing,220121,Homeowners insurance,4,CXU220121LB0106M,33364.0,1223.0,3.84,false
Q5,06,HOUSING,Housing,220122,Homeowners insurance,5,CXU220122LB0106M,976.0,36.0,20.11,false
Q5,06,HOUSING,Housing,220211,Property taxes,3,CXU220211LB0106M,158620.0,5816.0,2.78,false
Q5,06,HOUSING,Housing,220212,Property taxes,4,CXU220212LB0106M,8825.0,324.0,11.49,false
Q5,06,HOUSING,Housing,220311,Mortgage interest,4,CXU220311LB0106M,229635.0,8420.0,3.13,false
Q5,06,HOUSING,Housing,220312,Mortgage interest,5,CXU220312LB0106M,5587.0,205.0,20.99,false
Q5,06,HOUSING,Housing,220313,"Interest paid, home equity loan",4,CXU220313LB0106M,2979.0,109.0,24.9,false
Q5,06,HOUSING,Housing,220314,"Interest paid, home equity loan",5,CXU220314LB0106M,,,,
Q5,06,HOUSING,Housing,220901,Parking,4,CXU220901LB0106M,577.0,21.0,12.42,false
Q5,06,HOUSING,Housing,220902,Parking,5,CXU220902LB0106M,223.0,8.0,37.65,true
Q5,06,HOUSING,Housing,230112,Painting and papering,5,CXU230112LB0106M,7450.0,273.0,24.79,false
Q5,06,HOUSING,Housing,230113,Plumbing and water heating,5,CXU230113LB0106M,9569.0,351.0,17.52,false
Q5,06,HOUSING,Housing,230114,"Heat, a/c, and electrical work",5,CXU230114LB0106M,25991.0,953.0,18.02,false
Q5,06,HOUSING,Housing,230115,Roofing and gutters,5,CXU230115LB0106M,15521.0,569.0,22.6,false
Q5,06,HOUSING,Housing,230117,"Dishwashers (built-in), garbage disposals, and range hoods (renter)",3,CXU230117LB0106M,7.0,,71.97,true
Q5,06,HOUSING,Housing,230118,"Dishwashers (built-in), garbage disposals, and range hoods (owned home)",3,CXU230118LB0106M,1866.0,68.0,17.58,false
Q5,06,HOUSING,Housing,230141,Repair of built-in appliances,5,CXU230141LB0106M,,,,
Q5,06,HOUSING,Housing,230142,Repair of built-in appliances,5,CXU230142LB0106M,,,,
Q5,06,HOUSING,Housing,230143,"Home warranties, maintenance, repairs, or services contracts on household appliances (owner)",5,CXU230143LB0106M,993.0,36.0,17.67,false
Q5,06,HOUSING,Housing,230144,"Home warranties, maintenance, repairs, or services contracts on household appliances (owner)",5,CXU230144LB0106M,9.0,,61.97,true
Q5,06,HOUSING,Housing,230150,Repair or maintenance services,5,CXU230150LB0106M,4503.0,165.0,51.74,true
Q5,06,HOUSING,Housing,230151,Other repair and maintenance services,5,CXU230151LB0106M,29642.0,1087.0,17.56,false
Q5,06,HOUSING,Housing,230152,Repair and remodeling services,6,CXU230152LB0106M,1654.0,61.0,36.44,true
Q5,06,HOUSING,Housing,230901,Property management,5,CXU230901LB0106M,4988.0,183.0,14.28,false
Q5,06,HOUSING,Housing,230902,Property management,6,CXU230902LB0106M,959.0,35.0,20.39,false
Q5,06,HOUSING,Housing,240111,"Paint, wallpaper, and supplies",5,CXU240111LB0106M,46.0,2.0,82.32,true
Q5,06,HOUSING,Housing,240112,"Paints, wallpaper, and supplies",5,CXU240112LB0106M,2173.0,80.0,30.82,true
Q5,06,HOUSING,Housing,240113,"Paints, wallpaper, and supplies",6,CXU240113LB0106M,7.0,,82.9,true
Q5,06,HOUSING,Housing,240121,Tools and equipment for painting and wallpapering,5,CXU240121LB0106M,5.0,,82.32,true
Q5,06,HOUSING,Housing,240122,Tools and equipment for painting and wallpapering,5,CXU240122LB0106M,233.0,9.0,30.82,true
Q5,06,HOUSING,Housing,240123,Tools and equipment for painting and wallpapering,6,CXU240123LB0106M,1.0,,82.9,true
Q5,06,HOUSING,Housing,240211,"Materials for plastering, panels, roofing, and gutters, etc.",5,CXU240211LB0106M,58.0,2.0,80.74,true
Q5,06,HOUSING,Housing,240212,"Materials for plaster, panel, siding, windows, doors, screens, and awnings",5,CXU240212LB0106M,2400.0,88.0,46.42,true
Q5,06,HOUSING,Housing,240213,Materials and equipment for roofs and gutters,5,CXU240213LB0106M,861.0,32.0,32.13,true
Q5,06,HOUSING,Housing,240214,"Materials for plastering, paneling, roofing, gutters, downspouts, siding, windows, doors, screens, and awnings",6,CXU240214LB0106M,52.0,2.0,62.14,true
Q5,06,HOUSING,Housing,240221,"Materials for patio, walk, fence, driveway, masonry, brick and stucco work",5,CXU240221LB0106M,5.0,,82.32,true
Q5,06,HOUSING,Housing,240222,"Materials for patio, walk, fence, driveway, masonry, brick, and stucco work",5,CXU240222LB0106M,128.0,5.0,26.3,true
Q5,06,HOUSING,Housing,240223,"Material for patio, walk, fence, drive, masonry, brick, and stucco",6,CXU240223LB0106M,5.0,,85.89,true
Q5,06,HOUSING,Housing,240311,Plumbing supplies and equipment,5,CXU240311LB0106M,15.0,1.0,46.35,true
Q5,06,HOUSING,Housing,240312,Plumbing supplies and equipment,5,CXU240312LB0106M,994.0,36.0,22.13,false
Q5,06,HOUSING,Housing,240313,Plumbing supplies and equipment,6,CXU240313LB0106M,29.0,1.0,68.44,true
Q5,06,HOUSING,Housing,240321,"Electrical supplies, heating, and cooling equipment",5,CXU240321LB0106M,15.0,1.0,58.86,true
Q5,06,HOUSING,Housing,240322,"Electrical supplies, heating, and cooling equipment",5,CXU240322LB0106M,411.0,15.0,20.41,false
Q5,06,HOUSING,Housing,240323,"Electrical supplies, heating, and cooling equipment",6,CXU240323LB0106M,4.0,,102.48,true
Q5,06,HOUSING,Housing,250111,Fuel oil (renter),4,CXU250111LB0106M,4.0,,120.83,true
Q5,06,HOUSING,Housing,250112,Fuel oil (owned home),4,CXU250112LB0106M,3005.0,110.0,11.13,false
Q5,06,HOUSING,Housing,250113,Fuel oil (owned vacation),4,CXU250113LB0106M,50.0,2.0,70.0,true
Q5,06,HOUSING,Housing,250114,Fuel oil (rented vacation),4,CXU250114LB0106M,,,,
Q5,06,HOUSING,Housing,250211,"Gas, bottled/tank (renter)",4,CXU250211LB0106M,43.0,2.0,50.58,true
Q5,06,HOUSING,Housing,250212,"Gas, bottled/tank (owned home)",4,CXU250212LB0106M,2161.0,79.0,20.29,false
Q5,06,HOUSING,Housing,250213,"Gas, bottled/tank (owned vacation)",4,CXU250213LB0106M,358.0,13.0,21.04,false
Q5,06,HOUSING,Housing,250214,"Gas, bottled/tank (rented vacation)",4,CXU250214LB0106M,,,,
Q5,06,HOUSING,Housing,250911,"Coal, wood, and other fuels (renter)",4,CXU250911LB0106M,0.0,,111.95,true
Q5,06,HOUSING,Housing,250912,"Coal, wood, and other fuels (owned home)",4,CXU250912LB0106M,367.0,13.0,35.03,true
Q5,06,HOUSING,Housing,250913,"Coal, wood, and other fuels (owned vacation)",4,CXU250913LB0106M,,,,
Q5,06,HOUSING,Housing,250914,"Coal, wood, and other fuels (rented vacation)",4,CXU250914LB0106M,,,,
Q5,06,HOUSING,Housing,260111,Electricity (renter),3,CXU260111LB0106M,5793.0,212.0,8.32,false
Q5,06,HOUSING,Housing,260112,Electricity (owned home),3,CXU260112LB0106M,58201.0,2134.0,2.54,false
Q5,06,HOUSING,Housing,260113,Electricity (owned vacation),3,CXU260113LB0106M,703.0,26.0,21.08,false
Q5,06,HOUSING,Housing,260114,Electricity (rented vacation),3,CXU260114LB0106M,112.0,4.0,36.03,true
Q5,06,HOUSING,Housing,260211,Natural gas (renter),3,CXU260211LB0106M,1323.0,49.0,9.49,false
Q5,06,HOUSING,Housing,260212,Natural gas (owned home),3,CXU260212LB0106M,18913.0,694.0,3.02,false
Q5,06,HOUSING,Housing,260213,Natural gas (owned vacation),3,CXU260213LB0106M,206.0,8.0,22.29,false
Q5,06,HOUSING,Housing,260214,Natural gas (rented vacation),3,CXU260214LB0106M,38.0,1.0,92.35,true
Q5,06,HOUSING,Housing,270102,Cellular phone service,3,CXU270102LB0106M,52783.0,1935.0,2.35,false
Q5,06,HOUSING,Housing,270104,Phone cards,4,CXU270104LB0106M,,,,
Q5,06,HOUSING,Housing,270106,Residential telephone including VOIP,4,CXU270106LB0106M,2408.0,88.0,6.26,false
Q5,06,HOUSING,Housing,270211,Water/sewer maintenance (renter),4,CXU270211LB0106M,1492.0,55.0,12.15,false
Q5,06,HOUSING,Housing,270212,Water/sewer maintenance (owned home),4,CXU270212LB0106M,21061.0,772.0,3.5,false
Q5,06,HOUSING,Housing,270213,Water/sewer maintenance (owned vacation),4,CXU270213LB0106M,237.0,9.0,23.22,false
Q5,06,HOUSING,Housing,270214,Water/sewer maintenance (rented vacation),4,CXU270214LB0106M,26.0,1.0,38.43,true
Q5,06,HOUSING,Housing,270411,Trash/garbage collection (renter),4,CXU270411LB0106M,452.0,17.0,14.82,false
Q5,06,HOUSING,Housing,270412,Trash/garbage collection (owned home),4,CXU270412LB0106M,9559.0,350.0,3.28,false
Q5,06,HOUSING,Housing,270413,Trash/garbage collection (owned vacation),4,CXU270413LB0106M,563.0,21.0,21.16,false
Q5,06,HOUSING,Housing,270414,Trash/garbage collection (rented vacation),4,CXU270414LB0106M,4.0,,75.71,true
Q5,06,HOUSING,Housing,270901,Septic tank cleaning (renter),4,CXU270901LB0106M,,,,
Q5,06,HOUSING,Housing,270902,Septic tank cleaning (owned home),4,CXU270902LB0106M,28.0,1.0,75.55,true
Q5,06,HOUSING,Housing,270903,Septic tank cleaning (owned vacation),4,CXU270903LB0106M,,,,
Q5,06,HOUSING,Housing,270904,Septic tank cleaning (rented vacation),4,CXU270904LB0106M,,,,
Q5,06,HOUSING,Housing,270906,Septic tank cleaning (renter),4,CXU270906LB0106M,18.0,1.0,96.07,true
Q5,06,HOUSING,Housing,270907,Septic tank cleaning (owner),4,CXU270907LB0106M,269.0,10.0,26.72,true
Q5,06,HOUSING,Housing,280110,Bathroom linens,3,CXU280110LB0106M,998.0,37.0,17.19,false
Q5,06,HOUSING,Housing,280120,Bedroom linens,3,CXU280120LB0106M,1907.0,70.0,14.39,false
Q5,06,HOUSING,Housing,280140,"Kitchen, dining room, and other linens",3,CXU280140LB0106M,232.0,9.0,30.16,true
Q5,06,HOUSING,Housing,280210,Curtains and draperies,3,CXU280210LB0106M,482.0,18.0,27.32,true
Q5,06,HOUSING,Housing,280220,Slipcovers and decorative pillows,3,CXU280220LB0106M,376.0,14.0,16.36,false
Q5,06,HOUSING,Housing,290110,Mattresses and springs,3,CXU290110LB0106M,5421.0,199.0,13.46,false
Q5,06,HOUSING,Housing,290120,Other bedroom furniture,3,CXU290120LB0106M,7348.0,269.0,19.11,false
Q5,06,HOUSING,Housing,290210,Sofas,3,CXU290210LB0106M,11324.0,415.0,13.59,false
Q5,06,HOUSING,Housing,290310,Living room chairs,3,CXU290310LB0106M,2970.0,109.0,15.4,false
Q5,06,HOUSING,Housing,290320,Living room tables,3,CXU290320LB0106M,894.0,33.0,18.04,false
Q5,06,HOUSING,Housing,290410,Kitchen and dining room furniture,3,CXU290410LB0106M,2518.0,92.0,21.51,false
Q5,06,HOUSING,Housing,290420,Infants' furniture,3,CXU290420LB0106M,556.0,20.0,17.23,false
Q5,06,HOUSING,Housing,290430,Outdoor furniture,3,CXU290430LB0106M,3021.0,111.0,12.64,false
Q5,06,HOUSING,Housing,290440,"Wall units, cabinets, and other furniture",3,CXU290440LB0106M,2341.0,86.0,26.27,true
Q5,06,HOUSING,Housing,300111,Refrigerators and freezers (renter),3,CXU300111LB0106M,381.0,14.0,47.99,true
Q5,06,HOUSING,Housing,300112,Refrigerators and freezers (owned home),3,CXU300112LB0106M,5036.0,185.0,12.46,false
Q5,06,HOUSING,Housing,300216,Clothes washers or dryers (renter),3,CXU300216LB0106M,110.0,4.0,63.48,true
Q5,06,HOUSING,Housing,300217,Clothes washers or dryers (owned home),3,CXU300217LB0106M,4105.0,151.0,18.35,false
Q5,06,HOUSING,Housing,300311,Cooking stoves and ovens (renter),3,CXU300311LB0106M,16.0,1.0,120.83,true
Q5,06,HOUSING,Housing,300312,Cooking stoves and ovens (owned home),3,CXU300312LB0106M,3259.0,119.0,21.13,false
Q5,06,HOUSING,Housing,300321,Microwave ovens (renter),3,CXU300321LB0106M,32.0,1.0,65.88,true
Q5,06,HOUSING,Housing,300322,Microwave ovens (owned home),3,CXU300322LB0106M,743.0,27.0,14.01,false
Q5,06,HOUSING,Housing,300331,Portable dishwashers (renter),3,CXU300331LB0106M,,,,
Q5,06,HOUSING,Housing,300332,Portable dishwashers (owned home),3,CXU300332LB0106M,29.0,1.0,69.48,true
Q5,06,HOUSING,Housing,300411,Window air conditioners (renter),3,CXU300411LB0106M,59.0,2.0,55.11,true
Q5,06,HOUSING,Housing,300412,Window air conditioners (owned home),3,CXU300412LB0106M,195.0,7.0,28.62,true
Q5,06,HOUSING,Housing,300900,Miscellaneous household appliances,3,CXU300900LB0106M,452.0,17.0,80.31,true
Q5,06,HOUSING,Housing,320111,"Floor coverings, nonpermanent",3,CXU320111LB0106M,1988.0,73.0,15.81,false
Q5,06,HOUSING,Housing,320120,Window coverings,3,CXU320120LB0106M,1795.0,66.0,27.07,true
Q5,06,HOUSING,Housing,320130,Infants' equipment,3,CXU320130LB0106M,1484.0,55.0,28.79,true
Q5,06,HOUSING,Housing,320140,Laundry and cleaning equipment,3,CXU320140LB0106M,716.0,26.0,12.47,false
Q5,06,HOUSING,Housing,320150,Outdoor equipment,3,CXU320150LB0106M,1238.0,46.0,28.42,true
Q5,06,HOUSING,Housing,320221,"Lamps, lighting fixtures, and ceiling fans",3,CXU320221LB0106M,2456.0,91.0,36.49,true
Q5,06,HOUSING,Housing,320232,Telephones and accessories,3,CXU320232LB0106M,5436.0,199.0,11.22,false
Q5,06,HOUSING,Housing,320233,Clocks and other household decorative items,3,CXU320233LB0106M,11070.0,409.0,17.44,false
Q5,06,HOUSING,Housing,320330,Flatware,4,CXU320330LB0106M,887.0,33.0,51.79,true
Q5,06,HOUSING,Housing,320345,"Dinnerware, glassware, and serving pieces",4,CXU320345LB0106M,1669.0,62.0,19.78,false
Q5,06,HOUSING,Housing,320370,Nonelectric cookware,4,CXU320370LB0106M,697.0,26.0,21.71,false
Q5,06,HOUSING,Housing,320380,Tableware and nonelectric kitchenware,4,CXU320380LB0106M,1852.0,68.0,20.92,false
Q5,06,HOUSING,Housing,320410,Lawn and garden equipment,3,CXU320410LB0106M,3468.0,128.0,40.36,true
Q5,06,HOUSING,Housing,320420,Power tools,3,CXU320420LB0106M,1480.0,54.0,15.08,false
Q5,06,HOUSING,Housing,320430,Other hardware,3,CXU320430LB0106M,1371.0,51.0,42.23,true
Q5,06,HOUSING,Housing,320511,Electric floor cleaning equipment,3,CXU320511LB0106M,1463.0,54.0,10.84,false
Q5,06,HOUSING,Housing,320512,Sewing machines,3,CXU320512LB0106M,202.0,7.0,33.26,true
Q5,06,HOUSING,Housing,320521,Small electric kitchen appliances,4,CXU320521LB0106M,2012.0,74.0,9.01,false
Q5,06,HOUSING,Housing,320522,Portable heating and cooling equipment,4,CXU320522LB0106M,609.0,22.0,46.67,true
Q5,06,HOUSING,Housing,320611,"Material for insulation, other maintenance, and repair",6,CXU320611LB0106M,572.0,21.0,70.21,true
Q5,06,HOUSING,Housing,320612,"Material for insulation, other maintenance, and repair",6,CXU320612LB0106M,3138.0,115.0,17.35,false
Q5,06,HOUSING,Housing,320613,"Material for insulation, other maintenance, and repair",7,CXU320613LB0106M,,,,
Q5,06,HOUSING,Housing,320624,"Flooring installation, repair, and replacement",5,CXU320624LB0106M,55.0,2.0,82.32,true
Q5,06,HOUSING,Housing,320625,"Flooring installation, repair, and replacement",5,CXU320625LB0106M,9026.0,331.0,31.22,true
Q5,06,HOUSING,Housing,320626,"Flooring installation, repair, and replacement",6,CXU320626LB0106M,39.0,1.0,94.71,true
Q5,06,HOUSING,Housing,320631,Material for landscape maintenance,5,CXU320631LB0106M,81.0,3.0,52.77,true
Q5,06,HOUSING,Housing,320632,Materials for landscaping maintenance,5,CXU320632LB0106M,,,,
Q5,06,HOUSING,Housing,320633,Materials for landscaping maintenance,6,CXU320633LB0106M,,,,
Q5,06,HOUSING,Housing,320901,Office furniture for home use,3,CXU320901LB0106M,840.0,31.0,13.59,false
Q5,06,HOUSING,Housing,320902,Hand tools,3,CXU320902LB0106M,875.0,32.0,31.42,true
Q5,06,HOUSING,Housing,320903,Indoor plants and fresh flowers,3,CXU320903LB0106M,4308.0,158.0,7.63,false
Q5,06,HOUSING,Housing,320904,Closet and storage items,3,CXU320904LB0106M,1199.0,44.0,19.4,false
Q5,06,HOUSING,Housing,320905,Miscellaneous household equipment and parts,3,CXU320905LB0106M,3571.0,132.0,12.78,false
Q5,06,HOUSING,Housing,330119,Laundry and cleaning products,2,CXU330119LB0106M,7124.0,263.0,8.26,false
Q5,06,HOUSING,Housing,330310,"Cleansing and toilet tissue, paper towels, and napkins",3,CXU330310LB0106M,4464.0,165.0,7.49,false
Q5,06,HOUSING,Housing,330410,"Stationery, stationery supplies, and gift wrap",3,CXU330410LB0106M,5405.0,199.0,23.64,false
Q5,06,HOUSING,Housing,330510,Miscellaneous household products,3,CXU330510LB0106M,11517.0,425.0,8.25,false
Q5,06,HOUSING,Housing,330511,Termite/pest control products,3,CXU330511LB0106M,955.0,35.0,4.81,false
Q5,06,HOUSING,Housing,330610,Lawn and garden supplies,3,CXU330610LB0106M,5914.0,218.0,13.74,false
Q5,06,HOUSING,Housing,340110,Postage,3,CXU340110LB0106M,1486.0,55.0,16.14,false
Q5,06,HOUSING,Housing,340120,Delivery services,3,CXU340120LB0106M,54.0,2.0,42.31,true
Q5,06,HOUSING,Housing,340310,Housekeeping services,3,CXU340310LB0106M,15577.0,571.0,6.91,false
Q5,06,HOUSING,Housing,340410,Gardening and lawn care service,3,CXU340410LB0106M,14255.0,523.0,10.57,false
Q5,06,HOUSING,Housing,340420,Water softening services,3,CXU340420LB0106M,12.0,,71.06,true
Q5,06,HOUSING,Housing,340421,Water softening services (owner),3,CXU340421LB0106M,149.0,5.0,26.27,true
Q5,06,HOUSING,Housing,340422,Water softening services (renter),3,CXU340422LB0106M,10.0,,71.97,true
Q5,06,HOUSING,Housing,340510,"Moving, storage, and freight",3,CXU340510LB0106M,2972.0,109.0,16.06,false
Q5,06,HOUSING,Housing,340520,"Household laundry and dry cleaning, sent out (nonclothing) not coin-operated",3,CXU340520LB0106M,,,,
Q5,06,HOUSING,Housing,340530,Coin-operated household laundry and dry cleaning (nonclothing),3,CXU340530LB0106M,,,,
Q5,06,HOUSING,Housing,340620,"Appliance repair, including service center",3,CXU340620LB0106M,138.0,5.0,28.31,true
Q5,06,HOUSING,Housing,340630,"Reupholstering, furniture repair",3,CXU340630LB0106M,780.0,29.0,53.75,true
Q5,06,HOUSING,Housing,340901,"Repairs/rentals of lawn and garden equipment, hand or power tools, and other household equipment",3,CXU340901LB0106M,238.0,9.0,22.2,false
Q5,06,HOUSING,Housing,340903,Other home services,3,CXU340903LB0106M,1473.0,54.0,12.77,false
Q5,06,HOUSING,Housing,340904,Rental of furniture,3,CXU340904LB0106M,103.0,4.0,63.44,true
Q5,06,HOUSING,Housing,340906,"Care for elderly, invalids, handicapped, etc.",3,CXU340906LB0106M,2281.0,84.0,39.35,true
Q5,06,HOUSING,Housing,340907,Appliance rentals,3,CXU340907LB0106M,54.0,2.0,52.06,true
Q5,06,HOUSING,Housing,340908,Rental of office equipment for nonbusiness use,3,CXU340908LB0106M,43.0,2.0,44.44,true
Q5,06,HOUSING,Housing,340910,Adult day care centers,3,CXU340910LB0106M,59.0,2.0,101.84,true
Q5,06,HOUSING,Housing,340911,Management and upkeep services for security,5,CXU340911LB0106M,564.0,21.0,24.04,false
Q5,06,HOUSING,Housing,340912,Management and upkeep services for security,6,CXU340912LB0106M,132.0,5.0,36.38,true
Q5,06,HOUSING,Housing,340913,Repair of miscellaneous household equipment and furnishings,3,CXU340913LB0106M,318.0,12.0,96.7,true
